[[[518, 59], [520, 55], [521, 55], [523, 55], [517, 56], [516, 57], [515, 58], [526, 57], [516, 61], [522, 63], [518, 64], [534, 76], [518, 80], [547, 109], [524, 114], [547, 131], [524, 131], [549, 136], [519, 130], [543, 129], [520, 130], [546, 133], [523, 133], [544, 140], [540, 140], [544, 166], [539, 162], [558, 198], [539, 193], [564, 203], [542, 199], [551, 206], [528, 203]], 0]
[[[441, 145], [439, 143], [439, 143], [439, 142], [438, 144], [438, 143], [437, 143], [438, 138], [436, 141], [443, 143], [442, 144], [455, 131], [439, 136], [474, 149], [451, 160], [449, 152], [442, 153], [442, 153], [439, 153], [440, 149], [437, 153], [442, 148], [438, 151], [475, 168], [468, 167], [438, 163], [433, 160], [467, 179], [463, 179], [472, 178], [469, 179], [473, 190], [468, 190]], 0]
[[[440, 144], [438, 142], [438, 141], [438, 141], [437, 142], [437, 142], [437, 142], [437, 137], [436, 139], [442, 143], [442, 143], [451, 131], [441, 137], [472, 150], [454, 163], [449, 150], [442, 159], [442, 152], [440, 159], [440, 148], [437, 156], [441, 147], [438, 155], [477, 170], [471, 169], [436, 164], [434, 159], [460, 182], [460, 180], [466, 182], [467, 180], [462, 193], [464, 189]], 0]
[[[440, 144], [438, 142], [437, 142], [437, 141], [437, 142], [437, 142], [436, 142], [437, 137], [436, 139], [442, 143], [442, 143], [453, 131], [443, 134], [472, 150], [454, 159], [448, 151], [443, 155], [442, 153], [440, 157], [440, 149], [437, 154], [441, 148], [439, 152], [476, 169], [471, 167], [439, 164], [434, 158], [463, 180], [460, 177], [469, 180], [467, 178], [465, 190], [463, 188]], 0]
[[[440, 145], [437, 143], [438, 142], [438, 141], [437, 144], [436, 144], [436, 144], [438, 135], [435, 140], [442, 142], [442, 143], [454, 125], [439, 138], [474, 148], [447, 167], [450, 151], [439, 166], [443, 153], [436, 166], [441, 149], [434, 164], [442, 148], [436, 163], [478, 170], [468, 172], [438, 163], [431, 163], [464, 182], [462, 180], [469, 182], [468, 180], [467, 192], [468, 189]], 0]
[[[439, 144], [436, 142], [437, 141], [437, 139], [436, 143], [435, 142], [435, 142], [438, 134], [434, 139], [442, 142], [441, 143], [458, 125], [440, 139], [474, 149], [443, 167], [448, 152], [441, 165], [442, 154], [440, 165], [440, 150], [439, 163], [441, 149], [440, 162], [474, 170], [462, 173], [439, 161], [425, 170], [467, 181], [461, 179], [472, 181], [466, 178], [472, 192], [469, 187]], 0]
[[[440, 144], [437, 142], [437, 142], [437, 141], [437, 143], [437, 143], [436, 143], [437, 136], [436, 139], [442, 142], [442, 143], [454, 126], [441, 138], [473, 149], [449, 164], [450, 151], [441, 160], [443, 153], [439, 159], [441, 149], [437, 156], [443, 148], [438, 154], [474, 171], [466, 170], [437, 163], [432, 160], [463, 180], [460, 179], [469, 180], [466, 180], [467, 190], [465, 190]], 0]
[[[439, 144], [437, 143], [437, 142], [437, 141], [436, 143], [436, 143], [436, 143], [437, 136], [435, 140], [442, 142], [441, 143], [454, 127], [440, 139], [473, 150], [451, 163], [449, 152], [442, 160], [443, 154], [439, 159], [441, 149], [437, 156], [442, 149], [438, 154], [474, 171], [467, 171], [437, 163], [432, 158], [459, 181], [458, 180], [466, 181], [465, 181], [460, 190], [461, 190]], 0]
[[[439, 145], [437, 143], [437, 143], [437, 142], [437, 144], [436, 144], [436, 144], [438, 138], [436, 141], [442, 144], [441, 144], [453, 131], [439, 138], [473, 151], [450, 164], [449, 152], [442, 162], [442, 154], [440, 162], [440, 149], [437, 161], [442, 149], [438, 156], [474, 171], [466, 171], [438, 163], [432, 159], [461, 182], [456, 181], [467, 183], [463, 183], [460, 190], [458, 192]], 0]
[[[441, 145], [438, 144], [438, 143], [438, 142], [438, 144], [437, 143], [437, 143], [437, 138], [435, 140], [442, 144], [442, 144], [451, 132], [440, 139], [472, 149], [452, 161], [448, 152], [443, 156], [441, 155], [439, 157], [439, 151], [439, 155], [441, 151], [439, 154], [478, 168], [470, 168], [438, 163], [430, 161], [462, 184], [458, 182], [468, 185], [464, 184], [460, 195], [458, 192]], 0]
[[[440, 145], [438, 144], [438, 143], [438, 142], [437, 144], [437, 144], [436, 143], [437, 138], [435, 141], [442, 144], [441, 145], [452, 131], [439, 140], [472, 149], [454, 160], [448, 152], [445, 154], [442, 154], [440, 155], [440, 151], [439, 153], [442, 150], [441, 152], [477, 169], [468, 169], [440, 163], [433, 162], [462, 184], [457, 181], [468, 184], [463, 182], [462, 195], [459, 191]], 0]
[[[440, 146], [437, 144], [437, 143], [437, 143], [436, 144], [436, 144], [436, 144], [437, 139], [435, 141], [442, 145], [441, 145], [451, 134], [440, 144], [473, 148], [451, 164], [448, 152], [443, 158], [442, 154], [440, 157], [440, 151], [438, 155], [442, 150], [439, 154], [476, 172], [470, 173], [441, 165], [434, 165], [465, 185], [458, 185], [472, 185], [465, 186], [466, 197], [459, 195]], 0]
[[[441, 143], [438, 141], [438, 141], [438, 141], [438, 141], [437, 141], [437, 140], [437, 139], [437, 138], [442, 143], [442, 143], [446, 145], [443, 143], [468, 153], [456, 162], [447, 153], [441, 159], [442, 155], [437, 158], [439, 152], [435, 158], [441, 151], [436, 158], [478, 171], [476, 170], [437, 165], [435, 163], [466, 186], [464, 184], [473, 188], [471, 186], [463, 193], [465, 193]], 0]
[[[438, 146], [437, 143], [436, 142], [436, 142], [434, 144], [434, 144], [433, 143], [437, 142], [436, 141], [438, 147], [438, 147], [448, 146], [442, 147], [470, 151], [456, 162], [448, 153], [444, 160], [442, 155], [440, 159], [440, 152], [439, 159], [441, 152], [440, 159], [477, 168], [474, 168], [438, 163], [433, 163], [459, 183], [461, 183], [465, 185], [468, 185], [455, 189], [461, 191]], 0]
[[[439, 145], [436, 143], [436, 143], [436, 142], [436, 144], [436, 143], [435, 143], [436, 139], [435, 140], [441, 145], [441, 145], [450, 142], [438, 146], [470, 148], [449, 164], [448, 152], [440, 158], [442, 154], [438, 156], [440, 151], [437, 156], [442, 150], [438, 155], [477, 170], [471, 171], [441, 163], [434, 163], [463, 182], [461, 183], [469, 184], [468, 185], [462, 189], [463, 191]], 0]
[[[439, 145], [437, 144], [438, 143], [438, 142], [437, 144], [436, 144], [436, 143], [438, 137], [435, 140], [442, 144], [442, 144], [454, 126], [438, 137], [476, 147], [449, 166], [449, 151], [440, 169], [443, 154], [437, 170], [440, 150], [436, 168], [442, 149], [437, 167], [480, 168], [470, 170], [441, 167], [433, 163], [462, 185], [458, 181], [468, 185], [464, 181], [463, 195], [460, 192]], 0]
[[[441, 143], [439, 141], [439, 141], [439, 140], [438, 142], [438, 141], [437, 141], [439, 137], [436, 139], [443, 142], [442, 143], [453, 129], [436, 140], [475, 148], [445, 165], [449, 152], [439, 167], [442, 154], [437, 169], [440, 149], [437, 167], [441, 149], [438, 166], [481, 167], [469, 171], [441, 162], [433, 161], [465, 182], [462, 182], [471, 185], [469, 184], [461, 191], [464, 191]], 0]
